Artist,C,Position,Streams,Track Name,URL,Unnamed: 0,Unnamed: 0.1,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,type,valence
Ayushmann Khurrana,IN,136,46780,"Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")",https://open.spotify.com/track/3qrdLVOClRU4yPkcXZ7c5u,135,135,0.492,0.701,132158,0.638,0.0,6,0.153,-3.711,1,0.302,177.867,4,audio_features,0.813
Sunil Kamath,IN,137,46607,Kinna Sona,https://open.spotify.com/track/2gXZp1zDDA5bnPsLwrSMRj,136,136,0.608,0.716,303756,0.626,8.26e-06,1,0.191,-5.274,1,0.0347,120.021,4,audio_features,0.467
ElyOtto,IN,138,46458,SugarCrash!,https://open.spotify.com/track/2ePtv8MlBO9nuuXABqAfEX,137,137,0.524,0.748,80081,0.734,1.15e-05,0,0.0975,-6.499,1,0.124,97.753,4,audio_features,0.368
Arijit Singh,IN,139,46366,Pal Pal Dil Ke Paas- Title Track,https://open.spotify.com/track/7lGhrfren1Zpwh0ds0zuUg,138,138,0.592,0.56,254516,0.512,0.0,1,0.056,-7.185,0,0.0333,123.991,4,audio_features,0.39
Darshan Raval,IN,140,46249,Teri Aankhon Mein,https://open.spotify.com/track/3wmI2n0Whs6kg4MT8jFRU1,139,139,0.419,0.517,261758,0.623,0.0,4,0.146,-6.812,1,0.0884,160.085,3,audio_features,0.456
Javed-Mohsin,IN,141,45714,Pal,https://open.spotify.com/track/5G7pZ8G8NFvS1MQ9H4L7dC,140,140,0.71,0.51,247286,0.502,0.0,7,0.0708,-7.016,0,0.0325,133.885,4,audio_features,0.321
Lauv,IN,142,45347,I Like Me Better,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,141,141,0.535,0.752,197437,0.505,2.55e-06,9,0.104,-7.621,1,0.253,91.97,4,audio_features,0.419
JONY,IN,143,44883,Love Your Voice,https://open.spotify.com/track/4hyVrAsoKKjxAvQjPRt0ai,142,142,0.597,0.608,150330,0.83,3.4e-06,9,0.118,-5.396,0,0.0956,91.088,4,audio_features,0.211
Guru Randhawa,IN,144,44760,Naach Meri Rani,https://open.spotify.com/track/1orM67pmkNc4alrZkWjYkV,143,143,0.0613,0.676,212693,0.488,0.0,1,0.0707,-5.091,1,0.154,97.036,4,audio_features,0.151
Kptaan,IN,145,44662,Tees Maar Khan,https://open.spotify.com/track/4q5K1BoKl9ymR4mK3883YX,144,144,0.195,0.847,153000,0.624,0.0,8,0.725,-9.709,1,0.282,99.892,4,audio_features,0.661
Maninder Buttar,IN,146,44524,Sakhiyaan,https://open.spotify.com/track/3sqRODOZ1Z6hR4F2tnFAlg,145,145,0.3,0.706,179326,0.674,0.0,9,0.202,-5.932,1,0.044,83.001,4,audio_features,0.359
Alan Walker,IN,147,44519,"Alone, Pt. II",https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3,146,146,0.536,0.67,179053,0.668,0.0,3,0.133,-4.306,0,0.0422,88.033,4,audio_features,0.608
Taylor Swift,IN,148,44490,Blank Space,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g,147,147,0.103,0.76,231827,0.703,0.0,5,0.0913,-5.412,1,0.054,95.997,4,audio_features,0.57
Rashid Ali,IN,149,44466,Kabhi Kabhi Aditi,https://open.spotify.com/track/3APdIdF8H0jsxSuGOqXedS,148,148,0.276,0.791,218836,0.558,0.0,7,0.0859,-7.155,0,0.0661,95.077,4,audio_features,0.872
Harnoor,IN,150,44377,Moonlight,https://open.spotify.com/track/5FTcLPsQFX2NZaBQHbTz06,149,149,0.124,0.668,198620,0.544,0.0,8,0.121,-8.352,0,0.0842,135.691,4,audio_features,0.433
Atif Aslam,IN,151,44293,Tera Hone Laga Hoon,https://open.spotify.com/track/0dLbrlAVPPjpPqnYfmJsWk,150,150,0.548,0.684,299827,0.771,0.0,8,0.112,-5.353,1,0.0307,119.982,4,audio_features,0.539
Arijit Singh,IN,152,44288,Jaan 'Nisaar (Arijit),https://open.spotify.com/track/6pzlnyHTVYi5FOmrgOmC95,151,151,0.478,0.481,238370,0.392,0.0,4,0.122,-8.2,1,0.0246,91.796,4,audio_features,0.257
Asim Azhar,IN,153,44246,"Ghalat Fehmi - From ""Superstar""",https://open.spotify.com/track/5mnvugwfFYnJm9zuyGkgqF,152,152,0.608,0.758,286008,0.588,9.3e-05,11,0.189,-7.777,0,0.091,134.014,4,audio_features,0.796
Atif Aslam,IN,154,44165,"Jeena Jeena (From ""Badlapur"")",https://open.spotify.com/track/6h09y5UH6sDRERJALlaJPi,153,153,0.783,0.676,228969,0.319,0.0,5,0.117,-9.201,1,0.0279,105.002,4,audio_features,0.565
Bruno Mars,IN,155,44147,Talking to the Moon,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU,154,154,0.512,0.523,217867,0.606,0.0,1,0.106,-4.754,0,0.0301,145.837,4,audio_features,0.065
Ritviz,IN,156,44002,Udd Gaye,https://open.spotify.com/track/5ZsAhuQ24mWHiduaxJqnhW,155,155,0.000712,0.595,180414,0.817,0.0386,11,0.142,-6.187,0,0.0474,144.961,4,audio_features,0.483
BTS,IN,157,43832,Euphoria,https://open.spotify.com/track/3p6hnejEQYXkiTO1lAzVc0,156,156,0.394,0.637,228615,0.799,0.0,2,0.0921,-4.519,1,0.0338,104.995,4,audio_features,0.562
Arijit Singh,IN,158,43818,Zaalima,https://open.spotify.com/track/4fgJe7zBjVXvs8HxtE21Y9,157,157,0.309,0.486,299333,0.898,0.0,9,0.0886,-3.791,1,0.171,88.335,4,audio_features,0.648
Atif Aslam,IN,159,43522,Dil Diyan Gallan,https://open.spotify.com/track/0FBQ4NrrHUbR9kus7rzrOj,158,158,0.565,0.717,260537,0.64,0.00139,2,0.127,-8.726,1,0.025,105.021,4,audio_features,0.485
Pritam,IN,160,43419,Channa Mereya,https://open.spotify.com/track/0H2iJVgorRR0ZFgRqGUjUM,159,159,0.237,0.476,289333,0.788,2.49e-05,9,0.106,-4.821,0,0.0446,90.066,4,audio_features,0.746
KK,IN,161,43380,Ajab Si,https://open.spotify.com/track/5FXMRdJjKq1BIX4e8Eg9mK,160,160,0.397,0.697,241668,0.438,0.0,8,0.293,-8.411,1,0.0289,117.954,4,audio_features,0.58
Powfu,IN,162,43322,death bed (coffee for your head),https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,161,161,0.731,0.726,173333,0.431,0.0,8,0.696,-8.765,0,0.135,144.026,4,audio_features,0.348
DJ Snake,IN,163,43222,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",https://open.spotify.com/track/0KoiMHhqKLoL4xM54rcWYY,162,162,0.157,0.842,212500,0.801,4.82e-06,8,0.0642,-4.167,0,0.228,95.881,4,audio_features,0.617
Arijit Singh,IN,164,43022,"Main Dhoondne Ko Zamaane Mein (From ""Heartless"")",https://open.spotify.com/track/43YkTTlOD203o9E5ZxhUjF,163,163,0.594,0.329,262987,0.45,0.0,2,0.13,-6.312,0,0.0405,80.095,4,audio_features,0.284
Giveon,IN,165,42987,Heartbreak Anniversary,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp,164,164,0.524,0.449,198371,0.465,1.02e-06,0,0.303,-8.964,1,0.0791,89.087,3,audio_features,0.543
Camila Cabello,IN,166,42829,Don't Go Yet,https://open.spotify.com/track/1058fW9H3fZA6QjYCdOBad,165,165,0.0492,0.666,164842,0.796,0.0,10,0.0442,-6.967,0,0.103,110.108,4,audio_features,0.61
Imran Khan,IN,167,42790,Satisfya,https://open.spotify.com/track/6HGoVbCUr63SgU3TjxEVj6,166,166,0.00451,0.726,180056,0.652,3.32e-05,1,0.226,-7.764,0,0.11,163.879,4,audio_features,0.803
Ved Sharma,IN,168,42662,"Malang (Title Track) [From ""Malang - Unleash The Madness""]",https://open.spotify.com/track/25MPTnqXQB1H6OkwSYUXWx,167,167,0.329,0.384,287374,0.728,1.85e-05,7,0.329,-6.503,0,0.0623,156.396,4,audio_features,0.311
DIVINE,IN,169,42203,Mirchi,https://open.spotify.com/track/7zKzD5wM18bQSiJTAxTpwH,168,168,0.142,0.871,192923,0.608,0.0,6,0.0876,-5.486,1,0.4,129.784,4,audio_features,0.818
Pritam,IN,170,41966,Kya Mujhe Pyaar Hai,https://open.spotify.com/track/3HFjh7QljnUCBLsoTwMuTj,169,169,0.431,0.644,266653,0.818,2.62e-05,6,0.0806,-5.924,0,0.0549,118.477,4,audio_features,0.789
AP Dhillon,IN,171,41836,Saada Pyaar,https://open.spotify.com/track/5gSVKG0R4xc8qtDIoyDNy8,170,170,0.0391,0.743,213626,0.655,0.0,7,0.118,-5.228,0,0.0866,91.004,4,audio_features,0.164
Sidhu Moose Wala,IN,172,41613,Bitch I'm Back,https://open.spotify.com/track/2mKvEIvd912eg3FZ8WamMS,171,171,0.203,0.71,230400,0.772,0.0,9,0.853,-4.496,0,0.103,149.829,4,audio_features,0.789
Guru Randhawa,IN,173,41527,Nain Bengali,https://open.spotify.com/track/7ubcUpGvWOQf5ae5dpZb6b,172,172,0.543,0.771,203256,0.722,3.22e-05,9,0.348,-5.977,0,0.114,94.012,4,audio_features,0.415
Karthik,IN,174,41515,"Thooriga - From ""Navarasa""",https://open.spotify.com/track/19O4hCGGm95UhvIyhwnNT5,173,173,0.0422,0.662,202136,0.688,0.000918,0,0.431,-9.019,1,0.0413,102.95,4,audio_features,0.365
Justin Bieber,IN,175,41267,Baby,https://open.spotify.com/track/6epn3r7S14KUqlReYr77hA,174,174,0.0401,0.728,214240,0.859,0.0,5,0.111,-5.237,0,0.137,65.043,4,audio_features,0.535
Olivia Rodrigo,IN,176,41146,"jealousy, jealousy",https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk,175,175,0.198,0.695,173160,0.575,0.0,10,0.0614,-6.334,0,0.116,163.929,4,audio_features,0.699
Neha Kakkar,IN,177,41107,"O Saki Saki (From ""Batla House"")",https://open.spotify.com/track/5djZm1zFGcJUSUqbBjrAZH,176,176,0.163,0.737,191089,0.961,0.0,10,0.361,-0.155,0,0.0747,108.014,4,audio_features,0.567
Ali Gatie,IN,178,40992,It's You,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29,177,177,0.374,0.732,212607,0.463,0.0,11,0.194,-6.972,0,0.0287,95.971,4,audio_features,0.397
Lewis Capaldi,IN,179,40979,Someone You Loved,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,178,178,0.751,0.501,182161,0.405,0.0,1,0.105,-5.679,1,0.0319,109.891,4,audio_features,0.446
Badshah,IN,180,40852,Genda Phool (feat. Payal Dev),https://open.spotify.com/track/0gzu5mm36VJH2Zqu8sQPTf,179,179,0.132,0.955,170769,0.538,0.00146,1,0.0704,-8.394,1,0.0734,116.977,4,audio_features,0.837
Jass Manak,IN,181,40844,No Competition,https://open.spotify.com/track/1TRgZ55GFCKSbrTb62rmra,180,180,0.164,0.868,205500,0.635,0.0,10,0.0898,-6.352,0,0.227,90.019,4,audio_features,0.621
Rochak Kohli,IN,182,40700,Barsaat Ki Dhun,https://open.spotify.com/track/0IQRRlpomabOlzy39mcmmq,181,181,0.163,0.667,259215,0.767,1.89e-05,8,0.12,-6.574,0,0.0342,87.041,4,audio_features,0.73
Diljit Dosanjh,IN,183,40584,Umbrella,https://open.spotify.com/track/7fBeejW1BoZFTd4hTP6JvV,182,182,0.0412,0.948,193398,0.499,0.0,2,0.118,-8.082,0,0.0907,102.956,4,audio_features,0.478
Post Malone,IN,184,40583,Motley Crew,https://open.spotify.com/track/40uMIn2zJLAQhNXghRjBed,183,183,0.0904,0.797,184213,0.631,3.71e-06,3,0.0998,-3.818,0,0.0786,129.915,4,audio_features,0.288
Olivia Rodrigo,IN,185,40501,happier,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl,184,184,0.765,0.395,175933,0.443,9.67e-06,6,0.0839,-9.72,1,0.133,168.924,3,audio_features,0.338
Pritam,IN,186,40417,Ae Dil Hai Mushkil Title Track,https://open.spotify.com/track/1UWacd8x8tPPwmrPB1MoBI,185,185,0.713,0.495,269032,0.654,0.0,3,0.165,-6.639,0,0.0679,123.896,4,audio_features,0.35
Shashi,IN,187,40410,"BurjKhalifa (From ""Laxmii"")",https://open.spotify.com/track/3ZVKI8jix6PjEFx2xFBFhz,186,186,0.0334,0.759,187570,0.899,0.0,10,0.104,-3.566,0,0.186,106.968,4,audio_features,0.589
Tulsi Kumar,IN,188,40410,Tere Naal,https://open.spotify.com/track/2Vw94w6FxCyaYwyCivi9Py,187,187,0.748,0.315,198345,0.491,0.0,11,0.128,-7.0,1,0.0311,109.966,4,audio_features,0.245
Sachet-Parampara,IN,189,40391,Chhor Denge,https://open.spotify.com/track/5SYcKZYmQnHBW1LGLOi8sH,188,188,0.483,0.528,257416,0.777,0.0,9,0.0754,-3.229,0,0.0379,94.949,4,audio_features,0.493
Amit Trivedi,IN,190,40116,Iktara,https://open.spotify.com/track/3jtKSUiVDowKNBqVQbWaig,189,189,0.401,0.616,253773,0.525,0.000484,7,0.309,-7.065,1,0.0258,79.976,4,audio_features,0.427
Tones And I,IN,191,39996,Dance Monkey,https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30,190,190,0.69,0.824,209438,0.587,0.000105,6,0.149,-6.401,0,0.0937,98.029,4,audio_features,0.514
Jubin Nautiyal,IN,192,39990,Humnava Mere,https://open.spotify.com/track/0loZn1c5heXie7OAtvK6nH,191,191,0.47,0.401,328992,0.553,2.96e-06,5,0.124,-8.263,0,0.0337,79.144,4,audio_features,0.364
Post Malone,IN,193,39928,Sunflower - Spider-Man: Into the Spider-Verse,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,192,192,0.533,0.755,157560,0.522,0.0,2,0.0685,-4.368,1,0.0575,89.96,4,audio_features,0.925
Sub Urban,IN,194,39920,Cradles,https://open.spotify.com/track/18A7ha5BitZjmdHTCwXFbU,193,193,0.27,0.581,209829,0.585,6.48e-05,1,0.179,-1.87,1,0.369,67.443,3,audio_features,0.63
BLACKPINK,IN,195,39890,Kill This Love,https://open.spotify.com/track/6hvczQ05jc1yGlp9zhb95V,194,194,0.323,0.763,191050,0.835,0.00221,2,0.225,-5.234,0,0.191,131.875,4,audio_features,0.645
Jeet Gannguli,IN,196,39675,Hamari Adhuri Kahani (Title Track),https://open.spotify.com/track/3HiobOOpSpMsi95WBKPBYk,195,195,0.845,0.223,398799,0.359,0.0,0,0.133,-7.569,1,0.0312,73.059,4,audio_features,0.193
David Guetta,IN,197,39520,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",https://open.spotify.com/track/285HeuLxsngjFn4GGegGNm,196,196,0.24,0.596,192560,0.73,0.0,9,0.325,-4.091,1,0.151,85.979,4,audio_features,0.525
Selena Gomez,IN,198,39477,Wolves,https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU,197,197,0.124,0.724,197993,0.804,0.0,11,0.204,-4.614,0,0.0448,124.987,4,audio_features,0.306
Garry Sandhu,IN,199,39400,Do Gallan - Let's Talk,https://open.spotify.com/track/7gBjvaMxE92ezPBMljMAcq,198,198,0.872,0.645,251143,0.44,0.0,1,0.0923,-7.908,1,0.036,139.55,4,audio_features,0.453
Yo Yo Honey Singh,IN,200,39313,Saiyaan Ji,https://open.spotify.com/track/39QJ7KkN3L8LLqQqsO85W1,199,199,0.0137,0.896,205450,0.678,4.1e-05,0,0.11,-2.546,0,0.0815,130.024,4,audio_features,0.604
BLANCO,IT,1,717173,MI FAI IMPAZZIRE,https://open.spotify.com/track/1x3Qb8np6S1UvpSLthwEJN,0,0,0.00273,0.477,220235,0.844,0.0,11,0.137,-4.87,1,0.0458,169.941,4,audio_features,0.203
sangiovanni,IT,2,603606,malibu,https://open.spotify.com/track/01hEpx8jnOG4q7nDK14Rhi,1,1,0.028,0.733,166216,0.736,0.0,7,0.131,-5.123,0,0.111,147.897,4,audio_features,0.669
Fedez,IT,3,554921,MILLE (feat. Orietta Berti),https://open.spotify.com/track/6qdMhG7pRFi0csRlFGvLE4,2,2,0.016,0.527,175924,0.764,0.0,2,0.0273,-4.297,1,0.322,184.339,4,audio_features,0.829
Noemi,IT,4,444701,MAKUMBA,https://open.spotify.com/track/2opRyiaqpnQCH0jfCY9Wjd,3,3,0.312,0.738,217622,0.756,0.0,9,0.0746,-5.477,1,0.207,140.103,4,audio_features,0.681
Rocco Hunt,IT,5,442729,Un bacio all'improvviso,https://open.spotify.com/track/4iMigesJsEKt8JczIwUrBO,4,4,0.107,0.755,171194,0.913,0.0,0,0.162,-5.451,0,0.0403,127.957,4,audio_features,0.862
Rkomi,IT,6,396618,NUOVO RANGE (con SFERA EBBASTA),https://open.spotify.com/track/3fxSSvnUS7ALxmhOckb7t6,5,5,0.233,0.68,176773,0.76,0.0,1,0.13,-4.866,0,0.0556,82.54,4,audio_features,0.709
Elettra Lamborghini,IT,7,390597,Pistolero,https://open.spotify.com/track/6Y3E68GAhdvbJramkIOKJK,6,6,0.0182,0.712,197332,0.758,0.0,11,0.0823,-6.27,1,0.108,97.023,4,audio_features,0.508
Emis Killa,IT,8,353320,Morto di fame (feat. Lazza),https://open.spotify.com/track/4hqi818jHZUJIbJ6OJllGI,7,7,0.0265,0.503,163363,0.874,0.0,11,0.532,-5.366,0,0.149,87.728,4,audio_features,0.686
Måneskin,IT,9,351644,I WANNA BE YOUR SLAVE,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk,8,8,0.00165,0.75,173347,0.608,0.0,1,0.178,-4.008,1,0.0387,132.507,4,audio_features,0.958
Annalisa,IT,10,322752,Movimento lento (feat. Federico Rossi),https://open.spotify.com/track/3H6wIwh1C3GVJI0LaWQF7P,9,9,0.105,0.731,193200,0.92,1.4e-06,6,0.0956,-3.724,1,0.0435,100.0,4,audio_features,0.871
BLANCO,IT,11,317155,Notti In Bianco,https://open.spotify.com/track/38UoVEHcZ85EGBo6k79643,10,10,0.355,0.58,176400,0.778,0.0,6,0.0769,-4.141,1,0.0473,150.096,4,audio_features,0.612
Aka 7even,IT,12,316190,Loca,https://open.spotify.com/track/6uS2uan3JwpHko4E8Bg0UR,11,11,0.243,0.7,146587,0.812,0.0,0,0.126,-5.063,0,0.0995,101.038,4,audio_features,0.825
Måneskin,IT,13,313203,Beggin',https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e,12,12,0.127,0.714,211560,0.8,0.0,11,0.359,-4.808,0,0.0504,134.002,4,audio_features,0.589
Boomdabash,IT,14,312465,Mohicani (feat. Baby K),https://open.spotify.com/track/5Wml9i3afqwcm8UNDD1GXw,13,13,0.0286,0.84,171675,0.648,0.0,11,0.098,-6.051,1,0.157,99.981,4,audio_features,0.628
Madame,IT,15,311710,MAREA,https://open.spotify.com/track/7BKGYx89QYgfdnpVo3zapq,14,14,0.0713,0.706,194380,0.81,1.63e-05,9,0.0709,-4.464,0,0.0912,131.022,4,audio_features,0.415
Fred De Palma,IT,16,305241,Un altro ballo (feat. Anitta),https://open.spotify.com/track/0pmtvLQaPHx6nqZmi2KDbr,15,15,0.101,0.777,167720,0.711,0.0,2,0.0802,-5.697,1,0.139,126.05,4,audio_features,0.899
Rkomi,IT,17,303415,PARTIRE DA TE,https://open.spotify.com/track/43mGIsFZwISk1WWTcAK728,16,16,0.222,0.656,221020,0.796,0.0,11,0.36,-4.294,0,0.0437,95.009,4,audio_features,0.699
Rkomi,IT,18,296523,LUNA PIENA (con IRAMA),https://open.spotify.com/track/7xtDBQTR47nZwpBRu6pOdO,17,17,0.405,0.722,166984,0.841,0.0,1,0.0876,-3.561,1,0.0545,99.963,4,audio_features,0.467
Emis Killa,IT,19,276246,Notte gialla (feat. Madame),https://open.spotify.com/track/5KkH1w1g6ACMRoz1fYvWCb,18,18,0.324,0.657,191065,0.707,1.62e-06,11,0.516,-6.927,0,0.241,83.991,4,audio_features,0.529
J-AX,IT,20,249975,Salsa,https://open.spotify.com/track/6VAdJCy8hFSxTNsxlBADSE,19,19,0.0385,0.805,195750,0.73,3.35e-06,1,0.19,-6.626,0,0.106,129.967,4,audio_features,0.833
Emis Killa,IT,21,246563,Qualche sasso,https://open.spotify.com/track/0ON7cT98E4H7Rh4dzfvKCa,20,20,0.072,0.736,127787,0.817,0.0,10,0.21,-6.034,0,0.169,140.108,4,audio_features,0.379
Irama,IT,22,245614,Melodia proibita,https://open.spotify.com/track/3WZ0y6ycgr5PpOeygirDvu,21,21,0.0895,0.615,194553,0.921,0.0,0,0.107,-5.674,1,0.0422,136.983,4,audio_features,0.413
Kungs,IT,23,243986,Never Going Home,https://open.spotify.com/track/0xfMlIW8lS40qvpsUw1l0X,22,22,0.0907,0.836,169945,0.846,0.047,0,0.057,-4.673,1,0.0392,122.042,4,audio_features,0.942
Emis Killa,IT,24,236237,Jam session (feat. Gemitaiz),https://open.spotify.com/track/4TN1OPvUjXlFlgSZts4uus,23,23,0.118,0.605,169280,0.919,0.0,1,0.292,-4.507,0,0.307,90.073,4,audio_features,0.937
Emis Killa,IT,25,236092,Nel male e nel bene (feat. Massimo Pericolo),https://open.spotify.com/track/0gpmaIaAS74HHiCoO462xj,24,24,0.247,0.653,190569,0.645,0.0,8,0.174,-6.164,0,0.0805,103.072,4,audio_features,0.216
Fred De Palma,IT,26,234026,Ti raggiungerò,https://open.spotify.com/track/3cqu5fPwdsXZHIRpDeXPoh,25,25,0.187,0.722,164160,0.75,0.0,9,0.2,-4.477,0,0.0649,125.036,4,audio_features,0.737
Imanbek,IT,27,228153,Dancing On Dangerous (feat. Sofía Reyes),https://open.spotify.com/track/6OYZvwKN8GaauTrJS1TuuH,26,26,0.226,0.659,124065,0.86,3.32e-06,1,0.0902,-2.927,0,0.0507,105.063,4,audio_features,0.711
Ed Sheeran,IT,28,224999,Bad Habits,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE,27,27,0.0469,0.808,231041,0.897,3.14e-05,11,0.364,-3.712,0,0.0348,126.026,4,audio_features,0.591
Emis Killa,IT,29,223554,No police no problem (feat. J. Lord),https://open.spotify.com/track/4VrigPWWuXhToLQnHEaaXf,28,28,0.0827,0.653,146231,0.794,0.0,2,0.146,-3.495,1,0.107,83.984,4,audio_features,0.565
OneRepublic,IT,30,223429,Run,https://open.spotify.com/track/2UbVnbE5FH6008mAm6Mmgw,29,29,0.326,0.682,169011,0.72,0.0,11,0.148,-8.173,0,0.0381,117.003,4,audio_features,0.673
Pinguini Tattici Nucleari,IT,31,222317,Scrivile Scemo,https://open.spotify.com/track/71r3UlkV7sWvUYjas5paqi,30,30,0.123,0.617,214926,0.916,0.0,9,0.183,-3.538,1,0.0317,135.091,4,audio_features,0.552
Shade,IT,32,222190,In un'ora,https://open.spotify.com/track/2g7xewu0kXt7Uo3X8MBlgj,31,31,0.239,0.776,182500,0.82,0.0,11,0.552,-4.261,0,0.108,120.035,4,audio_features,0.827
Rvfv,IT,33,210884,Yo No Sé,https://open.spotify.com/track/43ic0un1f9Nak0ZCQgvKjY,32,32,0.29,0.917,168960,0.54,0.000197,1,0.0937,-6.63,0,0.0954,125.048,4,audio_features,0.747
Riton,IT,34,206419,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl,33,33,0.0076,0.824,169153,0.862,0.000132,2,0.303,-3.424,1,0.126,122.98,4,audio_features,0.801
Takagi & Ketra,IT,35,202174,SHIMMY SHIMMY,https://open.spotify.com/track/1stFp5p3h2svKierTqfEN6,34,34,0.0285,0.751,160119,0.74,4.87e-06,7,0.13,-6.826,1,0.0438,115.94,4,audio_features,0.756
Emis Killa,IT,36,197018,Psycho (feat. Rose Villain),https://open.spotify.com/track/1T0Yxsej1IIwR9Zxx676da,35,35,0.081,0.718,142872,0.911,0.0,11,0.0884,-3.915,0,0.127,145.102,4,audio_features,0.549
Marco Mengoni,IT,37,193392,Ma stasera,https://open.spotify.com/track/0k6Ru4EOidm7czaSvDjTX1,36,36,0.0661,0.752,223955,0.842,0.0,11,0.0617,-5.958,0,0.0487,114.971,4,audio_features,0.825
ARIETE,IT,38,192044,L'ultima notte,https://open.spotify.com/track/63mdY4U0KvnbMkUEc7FHN8,37,37,0.268,0.618,157566,0.687,0.0,2,0.126,-5.603,1,0.0446,94.037,4,audio_features,0.398
Emis Killa,IT,39,191907,I soldi degli altri (feat. Jake La Furia & Montenero),https://open.spotify.com/track/2ll2BFFW0QbQJ5MGhAXZr2,38,38,0.0471,0.724,176293,0.766,0.000447,7,0.316,-3.956,1,0.25,153.929,4,audio_features,0.726
Måneskin,IT,40,191651,ZITTI E BUONI,https://open.spotify.com/track/776AftMmFFAWUIEAb3lHhw,39,39,0.00138,0.625,194787,0.939,0.0,4,0.424,-3.115,0,0.0669,102.999,4,audio_features,0.644
Emis Killa,IT,41,189489,Street Movie (feat. Jake La Furia & RollzRois),https://open.spotify.com/track/56i2Lo76YMcsJt1daDxSbJ,40,40,0.0607,0.71,167080,0.76,4.41e-05,6,0.0853,-3.7,1,0.323,176.204,4,audio_features,0.865
The Kid LAROI,IT,42,186685,Stay (with Justin Bieber),https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX,41,41,0.0383,0.591,141806,0.764,0.0,1,0.103,-5.484,1,0.0483,169.928,4,audio_features,0.478
Lil Nas X,IT,43,185847,MONTERO (Call Me By Your Name),https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd,42,42,0.297,0.61,137876,0.508,0.0,8,0.384,-6.682,0,0.152,178.818,4,audio_features,0.758
sangiovanni,IT,44,184320,lady,https://open.spotify.com/track/7wXb66O5ZZU77xtqNDH0gl,43,43,0.107,0.755,156805,0.732,0.0,0,0.124,-5.937,1,0.0676,118.088,4,audio_features,0.606
Tancredi,IT,45,180850,Las Vegas,https://open.spotify.com/track/34fqJK3MV1eToqwBm6vo33,44,44,0.168,0.712,135372,0.732,0.0,7,0.209,-5.771,0,0.0619,108.006,4,audio_features,0.807
Gazzelle,IT,46,179659,Tuttecose,https://open.spotify.com/track/6KLjClrXcuXiX4PWGHtmDk,45,45,0.198,0.661,197957,0.64,0.0,0,0.125,-4.52,1,0.0479,83.027,4,audio_features,0.659
Il Pagante,IT,47,176561,Open Bar,https://open.spotify.com/track/3EyZw5sCXxOkE8EWsOIkB1,46,46,0.088,0.843,190328,0.879,0.0,11,0.056,-4.046,0,0.151,122.019,4,audio_features,0.824
BLANCO,IT,48,170477,Paraocchi,https://open.spotify.com/track/3c1hhyuDTsP3hqRztpg2S5,47,47,0.0167,0.56,156084,0.92,0.0,9,0.0925,-5.214,1,0.0679,143.092,4,audio_features,0.73
Massimo Pericolo,IT,49,165637,STUPIDO,https://open.spotify.com/track/6HVRRlc2sBlkcKEkhlsp86,48,48,0.708,0.404,187431,0.529,2.19e-05,11,0.219,-8.885,0,0.364,86.711,4,audio_features,0.36
ATB,IT,50,161266,Your Love (9PM),https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx,49,49,0.194,0.669,150053,0.784,6.28e-06,7,0.115,-5.603,1,0.112,125.993,4,audio_features,0.517
Ofenbach,IT,51,160839,Wasted Love (feat. Lagique),https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U,50,50,0.0821,0.734,139563,0.855,4.73e-06,6,0.0901,-4.578,0,0.135,121.955,4,audio_features,0.54
MACE,IT,52,160408,LA CANZONE NOSTRA ⟁ ︎(con BLANCO & SALMO),https://open.spotify.com/track/1uXJYnCsXy2v50y0fDEEiV,51,51,0.114,0.658,237614,0.674,1.84e-05,5,0.147,-6.848,0,0.0484,129.914,3,audio_features,0.164
